T	Ref-test1a-s1	Ref-test1a-s2	Ref-test1b-s1	Ref-test1b-s2	Ref-test1c-s1	Ref-test1c-s2	Ref-test1d-s1	Ref-test1d-s2	Ref-test1e-s1	Ref-test1e-s2	Ref-test1f-s1	Ref-test1f-s2	Ref-test3-s1	Ref-test3-s2	Ref-test4-s1	Ref-test4-s2	Results-test1a-s1	Results-test1a-s2	Results-test1b-s1	Results-test1b-s2	Results-test1c-s1	Results-test1c-s2	Results-test1d-s1	Results-test1d-s2	Results-test1e-s1	Results-test1e-s2	Results-test1f-s1	Results-test1f-s2	Results-test3-s1	Results-test3-s2	Results-test4-s1	Results-test4-s2
812.0	322.75232	310.42035	319.2811	310.44174	323.76837	310.49228	323.87543	310.50458	322.75232	310.49487	322.75232	310.4204	374.0151	366.59497	373.97913	366.61948	336.834	311.465	338.142	313.466	337.975	311.334	337.983	311.345	337.883	311.138	337.677	311.467	385.439	352.874	385.48	352.897
813.0	322.75232	310.42035	319.2811	310.44174	323.76837	310.4923	323.87546	310.5046	322.75235	310.4949	322.75235	310.4204	374.02588	366.624	373.98984	366.64847	336.837	311.469	338.145	313.471	337.978	311.337	337.986	311.348	337.885	311.141	337.679	311.47	385.471	352.912	385.512	352.935
814.0	322.75232	310.42038	319.2811	310.44174	323.76837	310.4923	323.87546	310.50464	322.75235	310.4949	322.75235	310.4204	374.03662	366.6529	374.0005	366.67734	336.839	311.472	338.148	313.475	337.98	311.341	337.988	311.352	337.888	311.145	337.682	311.474	385.503	352.95	385.544	352.973
815.0	322.75232	310.42038	319.2811	310.44177	323.76837	310.49234	323.87546	310.50464	322.75235	310.49493	322.75235	310.42044	374.04727	366.68167	374.01105	366.7061	336.842	311.476	338.151	313.479	337.983	311.344	337.991	311.355	337.891	311.148	337.685	311.477	385.536	352.988	385.576	353.011
816.0	322.75232	310.42038	319.2811	310.44177	323.76837	310.49237	323.87546	310.50467	322.75235	310.49493	322.75235	310.42044	374.05786	366.71036	374.02158	366.7347	336.845	311.479	338.154	313.483	337.986	311.348	337.994	311.358	337.893	311.152	337.687	311.481	385.568	353.026	385.608	353.049
817.0	322.75232	310.4204	319.2811	310.44177	323.76837	310.49237	323.87546	310.50467	322.75235	310.49496	322.75235	310.42044	374.06842	366.7389	374.03204	366.7632	336.847	311.483	338.158	313.488	337.988	311.351	337.996	311.362	337.896	311.155	337.69	311.485	385.599	353.064	385.64	353.087
818.0	322.75232	310.4204	319.2811	310.44177	323.7684	310.4924	323.8755	310.5047	322.75235	310.495	322.75235	310.42047	374.0789	366.7673	374.04248	366.7916	336.85	311.486	338.161	313.492	337.991	311.354	337.999	311.365	337.899	311.158	337.692	311.488	385.631	353.101	385.672	353.125
819.0	322.75235	310.4204	319.2811	310.44177	323.7684	310.4924	323.8755	310.50473	322.75235	310.495	322.75235	310.42047	374.08932	366.79562	374.05283	366.81985	336.852	311.49	338.164	313.496	337.993	311.358	338.001	311.368	337.901	311.162	337.695	311.491	385.663	353.139	385.704	353.163
820.0	322.75235	310.42044	319.2811	310.44177	323.7684	310.49243	323.8755	310.50473	322.75235	310.49503	322.75235	310.42047	374.0997	366.8238	374.0631	366.848	336.855	311.493	338.167	313.501	337.996	311.361	338.004	311.372	337.904	311.165	337.698	311.495	385.695	353.177	385.736	353.2
821.0	322.75235	310.42044	319.2811	310.44177	323.7684	310.49243	323.8755	310.50476	322.75235	310.49503	322.75235	310.4205	374.11002	366.85187	374.07336	366.87604	336.857	311.497	338.17	313.505	337.999	311.365	338.007	311.375	337.906	311.169	337.7	311.498	385.726	353.215	385.767	353.238
822.0	322.75235	310.42044	319.2811	310.44177	323.7684	310.49246	323.8755	310.50476	322.75235	310.49506	322.75235	310.4205	374.12027	366.87982	374.08356	366.90393	336.86	311.5	338.173	313.509	338.001	311.368	338.009	311.379	337.909	311.172	337.703	311.502	385.758	353.252	385.799	353.276
823.0	322.75235	310.42047	319.2811	310.44177	323.7684	310.49246	323.8755	310.5048	322.75235	310.49506	322.75235	310.4205	374.1305	366.90765	374.0937	366.93173	336.863	311.504	338.176	313.513	338.004	311.371	338.012	311.382	337.911	311.175	337.705	311.505	385.789	353.29	385.83	353.313
824.0	322.75235	310.42047	319.2811	310.44177	323.76843	310.4925	323.87552	310.5048	322.75235	310.4951	322.75235	310.4205	374.14066	366.93536	374.10376	366.9594	336.865	311.507	338.179	313.517	338.006	311.375	338.014	311.385	337.914	311.179	337.708	311.509	385.821	353.327	385.862	353.351
825.0	322.75235	310.42047	319.2811	310.44177	323.76843	310.4925	323.87552	310.50482	322.75235	310.4951	322.75235	310.42053	374.15073	366.96295	374.1138	366.98697	336.868	311.511	338.182	313.522	338.009	311.378	338.017	311.388	337.917	311.182	337.71	311.512	385.852	353.365	385.893	353.388
826.0	322.75235	310.42047	319.2811	310.44177	323.76843	310.49252	323.87552	310.50482	322.75238	310.49512	322.75238	310.42053	374.1608	366.99045	374.12375	367.0144	336.87	311.514	338.185	313.526	338.012	311.381	338.019	311.392	337.919	311.186	337.713	311.516	385.884	353.402	385.924	353.426
827.0	322.75235	310.4205	319.2811	310.44177	323.76843	310.49252	323.87552	310.50485	322.75238	310.49512	322.75238	310.42053	374.17078	367.01782	374.13367	367.04172	336.873	311.517	338.188	313.53	338.014	311.385	338.022	311.395	337.922	311.189	337.715	311.519	385.915	353.439	385.956	353.463
828.0	322.75235	310.4205	319.2811	310.44177	323.76843	310.49255	323.87552	310.50485	322.75238	310.49515	322.75238	310.42053	374.1807	367.04504	374.14352	367.06894	336.875	311.521	338.191	313.534	338.017	311.388	338.025	311.398	337.924	311.192	337.718	311.523	385.946	353.477	385.987	353.5
829.0	322.75235	310.4205	319.2811	310.44177	323.76843	310.49255	323.87552	310.50488	322.75238	310.49515	322.75238	310.42056	374.19058	367.0722	374.15335	367.096	336.878	311.524	338.194	313.538	338.019	311.391	338.027	311.402	337.927	311.196	337.72	311.526	385.977	353.514	386.018	353.538
830.0	322.75235	310.42053	319.2811	310.44177	323.76846	310.49258	323.87555	310.50488	322.75238	310.49518	322.75238	310.42056	374.2004	367.0992	374.16312	367.123	336.88	311.528	338.197	313.543	338.022	311.395	338.03	311.405	337.929	311.199	337.723	311.529	386.008	353.551	386.049	353.575
831.0	322.75235	310.42053	319.2811	310.44177	323.76846	310.49258	323.87555	310.5049	322.75238	310.49518	322.75238	310.42056	374.21017	367.1261	374.1728	367.14987	336.882	311.531	338.2	313.547	338.024	311.398	338.032	311.408	337.932	311.202	337.725	311.533	386.039	353.588	386.08	353.612
832.0	322.75238	310.42053	319.2811	310.44177	323.76846	310.49258	323.87555	310.5049	322.75238	310.4952	322.75238	310.42056	374.2199	367.1529	374.18246	367.1766	336.885	311.534	338.203	313.551	338.027	311.401	338.035	311.411	337.934	311.206	337.728	311.536	386.07	353.625	386.111	353.649
833.0	322.75238	310.42053	319.2811	310.44177	323.76846	310.4926	323.87555	310.50494	322.75238	310.4952	322.75238	310.4206	374.22958	367.17957	374.19205	367.20325	336.887	311.538	338.206	313.555	338.029	311.404	338.037	311.415	337.937	311.209	337.73	311.539	386.1	353.662	386.141	353.686
834.0	322.75238	310.42056	319.2811	310.44177	323.76846	310.4926	323.87555	310.50494	322.75238	310.49524	322.75238	310.4206	374.2392	367.20615	374.2016	367.22977	336.89	311.541	338.209	313.559	338.032	311.408	338.04	311.418	337.939	311.212	337.733	311.543	386.131	353.699	386.172	353.723
835.0	322.75238	310.42056	319.2811	310.44177	323.76846	310.49265	323.87555	310.50494	322.75238	310.49524	322.75238	310.4206	374.24875	367.2326	374.2111	367.25616	336.892	311.544	338.212	313.563	338.034	311.411	338.042	311.421	337.941	311.216	337.735	311.546	386.162	353.736	386.203	353.76
836.0	322.75238	310.42056	319.2811	310.44177	323.76846	310.49265	323.87555	310.50497	322.75238	310.49524	322.75238	310.4206	374.25827	367.25894	374.22052	367.28247	336.895	311.548	338.215	313.567	338.037	311.414	338.044	311.424	337.944	311.219	337.737	311.55	386.192	353.773	386.233	353.797
837.0	322.75238	310.42056	319.2811	310.44177	323.7685	310.49268	323.87558	310.50497	322.75238	310.49527	322.75238	310.42062	374.26773	367.28516	374.22992	367.30865	336.897	311.551	338.218	313.571	338.039	311.417	338.047	311.427	337.946	311.222	337.74	311.553	386.223	353.81	386.264	353.834
838.0	322.75238	310.42056	319.2811	310.44177	323.7685	310.49268	323.87558	310.505	322.75238	310.49527	322.75238	310.42062	374.27713	367.31128	374.23926	367.33472	336.899	311.554	338.221	313.575	338.041	311.421	338.049	311.431	337.949	311.225	337.742	311.556	386.253	353.847	386.294	353.871
839.0	322.75238	310.4206	319.2811	310.44177	323.7685	310.49268	323.87558	310.505	322.75238	310.4953	322.75238	310.42062	374.2865	367.33728	374.24854	367.3607	336.902	311.558	338.224	313.579	338.044	311.424	338.052	311.434	337.951	311.229	337.745	311.56	386.284	353.883	386.325	353.907
840.0	322.75238	310.4206	319.2811	310.44177	323.7685	310.4927	323.87558	310.50504	322.75238	310.4953	322.75238	310.42062	374.2958	367.36316	374.25778	367.3865	336.904	311.561	338.227	313.584	338.046	311.427	338.054	311.437	337.953	311.232	337.747	311.563	386.314	353.92	386.355	353.944
841.0	322.75238	310.4206	319.2811	310.44177	323.7685	310.4927	323.87558	310.50504	322.75238	310.49533	322.75238	310.42062	374.30505	367.38895	374.26697	367.41226	336.907	311.564	338.229	313.588	338.049	311.43	338.057	311.44	337.956	311.235	337.749	311.566	386.344	353.956	386.385	353.981
842.0	322.75238	310.4206	319.2811	310.44177	323.7685	310.49274	323.87558	310.50504	322.7524	310.49533	322.7524	310.42065	374.31427	367.4146	374.2761	367.4379	336.909	311.568	338.232	313.592	338.051	311.433	338.059	311.443	337.958	311.238	337.752	311.569	386.374	353.993	386.415	354.017
843.0	322.75238	310.42062	319.2811	310.44177	323.7685	310.49274	323.87558	310.50507	322.7524	310.49533	322.7524	310.42065	374.32343	367.44016	374.2852	367.4634	336.911	311.571	338.235	313.596	338.053	311.437	338.061	311.447	337.961	311.242	337.754	311.573	386.404	354.03	386.445	354.054
844.0	322.75238	310.42062	319.2811	310.44177	323.7685	310.49274	323.87558	310.50507	322.7524	310.49536	322.7524	310.42065	374.33255	367.4656	374.29422	367.4888	336.914	311.574	338.238	313.6	338.056	311.44	338.064	311.45	337.963	311.245	337.756	311.576	386.435	354.066	386.475	354.09
845.0	322.75238	310.42062	319.2811	310.44177	323.7685	310.49277	323.8756	310.5051	322.7524	310.49536	322.7524	310.42065	374.34158	367.49097	374.30322	367.5141	336.916	311.578	338.241	313.604	338.058	311.443	338.066	311.453	337.965	311.248	337.759	311.579	386.464	354.102	386.505	354.127
846.0	322.75238	310.42062	319.2811	310.44177	323.76852	310.49277	323.8756	310.5051	322.7524	310.4954	322.7524	310.42065	374.35062	367.5162	374.31216	367.53928	336.918	311.581	338.244	313.608	338.061	311.446	338.068	311.456	337.968	311.251	337.761	311.583	386.494	354.139	386.535	354.163
847.0	322.75238	310.42062	319.2811	310.44177	323.76852	310.4928	323.8756	310.5051	322.7524	310.4954	322.7524	310.4207	374.35956	367.54132	374.32104	367.56436	336.92	311.584	338.246	313.612	338.063	311.449	338.071	311.459	337.97	311.255	337.763	311.586	386.524	354.175	386.565	354.199
848.0	322.7524	310.42065	319.2811	310.44177	323.76852	310.4928	323.8756	310.50513	322.7524	310.4954	322.7524	310.4207	374.36847	367.5663	374.3299	367.58932	336.923	311.587	338.249	313.616	338.065	311.453	338.073	311.462	337.972	311.258	337.766	311.589	386.554	354.211	386.595	354.235
849.0	322.7524	310.42065	319.2811	310.44177	323.76852	310.4928	323.8756	310.50513	322.7524	310.49542	322.7524	310.4207	374.37732	367.59125	374.33868	367.6142	336.925	311.591	338.252	313.62	338.068	311.456	338.075	311.465	337.975	311.261	337.768	311.592	386.584	354.247	386.625	354.272
850.0	322.7524	310.42065	319.2811	310.44177	323.76852	310.49283	323.8756	310.50516	322.7524	310.49542	322.7524	310.4207	374.38614	367.61603	374.3474	367.63895	336.927	311.594	338.255	313.624	338.07	311.459	338.078	311.468	337.977	311.264	337.77	311.596	386.613	354.283	386.654	354.308
851.0	322.7524	310.42065	319.2811	310.44177	323.76852	310.49283	323.8756	310.50516	322.7524	310.49542	322.7524	310.4207	374.3949	367.64072	374.3561	367.6636	336.93	311.597	338.257	313.628	338.072	311.462	338.08	311.472	337.979	311.267	337.773	311.599	386.643	354.319	386.684	354.344
852.0	322.7524	310.42065	319.2811	310.44177	323.76852	310.49283	323.8756	310.50516	322.7524	310.49545	322.7524	310.42072	374.40363	367.6653	374.36478	367.68814	336.932	311.6	338.26	313.631	338.075	311.465	338.082	311.475	337.982	311.27	337.775	311.602	386.672	354.355	386.713	354.38
853.0	322.7524	310.4207	319.2811	310.4418	323.76852	310.49286	323.87564	310.5052	322.7524	310.49545	322.7524	310.42072	374.4123	367.6898	374.37338	367.7126	336.934	311.604	338.263	313.635	338.077	311.468	338.085	311.478	337.984	311.274	337.777	311.605	386.702	354.391	386.743	354.416
854.0	322.7524	310.4207	319.2811	310.4418	323.76852	310.49286	323.87564	310.5052	322.7524	310.49545	322.7524	310.42072	374.42093	367.71417	374.38193	367.7369	336.936	311.607	338.266	313.639	338.079	311.471	338.087	311.481	337.986	311.277	337.779	311.608	386.731	354.427	386.772	354.452
855.0	322.7524	310.4207	319.2811	310.4418	323.76855	310.49286	323.87564	310.5052	322.7524	310.49548	322.7524	310.42072	374.4295	367.73843	374.39044	367.76114	336.939	311.61	338.268	313.643	338.081	311.474	338.089	311.484	337.988	311.28	337.782	311.612	386.76	354.463	386.801	354.488
856.0	322.7524	310.4207	319.2811	310.4418	323.76855	310.4929	323.87564	310.50522	322.7524	310.49548	322.7524	310.42072	374.43802	367.7626	374.3989	367.78525	336.941	311.613	338.271	313.647	338.084	311.477	338.091	311.487	337.991	311.283	337.784	311.615	386.789	354.499	386.83	354.524
857.0	322.7524	310.4207	319.2811	310.4418	323.76855	310.4929	323.87564	310.50522	322.7524	310.49548	322.7524	310.42072	374.4465	367.78668	374.40732	367.80927	336.943	311.616	338.274	313.651	338.086	311.481	338.094	311.49	337.993	311.286	337.786	311.618	386.819	354.535	386.86	354.559
858.0	322.7524	310.42072	319.2811	310.4418	323.76855	310.4929	323.87564	310.50522	322.7524	310.4955	322.7524	310.42075	374.45493	367.8106	374.41568	367.8332	336.945	311.619	338.276	313.655	338.088	311.484	338.096	311.493	337.995	311.289	337.788	311.621	386.848	354.57	386.889	354.595
859.0	322.7524	310.42072	319.2811	310.4418	323.76855	310.49292	323.87564	310.50525	322.7524	310.4955	322.7524	310.42075	374.46332	367.83447	374.42398	367.857	336.947	311.623	338.279	313.659	338.09	311.487	338.098	311.496	337.997	311.292	337.79	311.624	386.877	354.606	386.918	354.631
860.0	322.7524	310.42072	319.2811	310.4418	323.76855	310.49292	323.87564	310.50525	322.7524	310.4955	322.7524	310.42075	374.47168	367.85822	374.43228	367.8807	336.95	311.626	338.282	313.663	338.093	311.49	338.1	311.499	337.999	311.295	337.793	311.628	386.906	354.642	386.947	354.666
861.0	322.7524	310.42072	319.2811	310.4418	323.76855	310.49292	323.87564	310.50525	322.7524	310.49554	322.7524	310.42075	374.47998	367.88187	374.4405	367.9043	336.952	311.629	338.284	313.667	338.095	311.493	338.103	311.502	338.002	311.299	337.795	311.631	386.935	354.677	386.976	354.702
862.0	322.7524	310.42072	319.2811	310.4418	323.76855	310.49292	323.87564	310.50528	322.7524	310.49554	322.7524	310.42075	374.48822	367.9054	374.4487	367.9278	336.954	311.632	338.287	313.67	338.097	311.496	338.105	311.505	338.004	311.302	337.797	311.634	386.963	354.713	387.004	354.738
863.0	322.7524	310.42072	319.2811	310.4418	323.76855	310.49295	323.87567	310.50528	322.75244	310.49554	322.75244	310.42075	374.49643	367.92883	374.45682	367.95117	336.956	311.635	338.29	313.674	338.099	311.499	338.107	311.508	338.006	311.305	337.799	311.637	386.992	354.748	387.033	354.773
864.0	322.7524	310.42075	319.2811	310.4418	323.76855	310.49295	323.87567	310.50528	322.75244	310.49557	322.75244	310.42078	374.50458	367.95218	374.46494	367.9745	336.958	311.638	338.292	313.678	338.101	311.502	338.109	311.511	338.008	311.308	337.801	311.64	387.021	354.784	387.062	354.808
865.0	322.7524	310.42075	319.2811	310.4418	323.76855	310.49295	323.87567	310.5053	322.75244	310.49557	322.75244	310.42078	374.5127	367.97543	374.47296	367.99765	336.96	311.641	338.295	313.682	338.104	311.505	338.111	311.514	338.01	311.311	337.804	311.643	387.049	354.819	387.09	354.844
866.0	322.7524	310.42075	319.2811	310.4418	323.7686	310.49298	323.87567	310.5053	322.75244	310.49557	322.75244	310.42078	374.52078	367.99857	374.481	368.02075	336.963	311.645	338.298	313.686	338.106	311.508	338.114	311.517	338.013	311.314	337.806	311.646	387.078	354.854	387.119	354.879
867.0	322.7524	310.42075	319.2811	310.4418	323.7686	310.49298	323.87567	310.5053	322.75244	310.4956	322.75244	310.42078	374.5288	368.02158	374.48895	368.04373	336.965	311.648	338.3	313.69	338.108	311.511	338.116	311.52	338.015	311.317	337.808	311.649	387.106	354.889	387.147	354.914
868.0	322.7524	310.42075	319.2811	310.4418	323.7686	310.49298	323.87567	310.5053	322.75244	310.4956	322.75244	310.42078	374.53677	368.04453	374.49686	368.06662	336.967	311.651	338.303	313.693	338.11	311.514	338.118	311.523	338.017	311.32	337.81	311.653	387.135	354.925	387.176	354.95
869.0	322.75244	310.42075	319.2811	310.4418	323.7686	310.49298	323.87567	310.50534	322.75244	310.4956	322.75244	310.42078	374.54474	368.06735	374.50473	368.08942	336.969	311.654	338.305	313.697	338.112	311.517	338.12	311.526	338.019	311.323	337.812	311.656	387.163	354.96	387.204	354.985
870.0	322.75244	310.42078	319.2811	310.4418	323.7686	310.493	323.87567	310.50534	322.75244	310.4956	322.75244	310.42078	374.5526	368.0901	374.51257	368.1121	336.971	311.657	338.308	313.701	338.114	311.52	338.122	311.529	338.021	311.326	337.814	311.659	387.191	354.995	387.233	355.02
871.0	322.75244	310.42078	319.2811	310.4418	323.7686	310.493	323.87567	310.50534	322.75244	310.49564	322.75244	310.4208	374.5605	368.1127	374.52036	368.13467	336.973	311.66	338.31	313.705	338.117	311.523	338.124	311.532	338.023	311.329	337.816	311.662	387.22	355.03	387.261	355.055
872.0	322.75244	310.42078	319.2811	310.4418	323.7686	310.493	323.87567	310.50537	322.75244	310.49564	322.75244	310.4208	374.5683	368.13525	374.5281	368.15717	336.975	311.663	338.313	313.708	338.119	311.526	338.126	311.535	338.025	311.332	337.818	311.665	387.248	355.065	387.289	355.09
873.0	322.75244	310.42078	319.2811	310.4418	323.7686	310.493	323.87567	310.50537	322.75244	310.49564	322.75244	310.4208	374.57605	368.15768	374.5358	368.17957	336.977	311.666	338.316	313.712	338.121	311.529	338.128	311.538	338.027	311.335	337.82	311.668	387.276	355.1	387.317	355.125
874.0	322.75244	310.42078	319.2811	310.4418	323.7686	310.49304	323.8757	310.50537	322.75244	310.49567	322.75244	310.4208	374.58377	368.18002	374.54346	368.20184	336.979	311.669	338.318	313.716	338.123	311.532	338.131	311.541	338.03	311.338	337.823	311.671	387.304	355.135	387.345	355.16
875.0	322.75244	310.42078	319.2811	310.4418	323.7686	310.49304	323.8757	310.50537	322.75244	310.49567	322.75244	310.4208	374.59146	368.20224	374.5511	368.22403	336.981	311.672	338.321	313.72	338.125	311.535	338.133	311.544	338.032	311.341	337.825	311.674	387.332	355.169	387.373	355.195
876.0	322.75244	310.42078	319.2811	310.4418	323.7686	310.49304	323.8757	310.5054	322.75244	310.49567	322.75244	310.4208	374.5991	368.2244	374.55865	368.24612	336.984	311.675	338.323	313.723	338.127	311.538	338.135	311.547	338.034	311.344	337.827	311.677	387.36	355.204	387.401	355.229
877.0	322.75244	310.4208	319.2811	310.4418	323.7686	310.49304	323.8757	310.5054	322.75244	310.49567	322.75244	310.4208	374.6067	368.24643	374.5662	368.26813	336.986	311.678	338.326	313.727	338.129	311.541	338.137	311.549	338.036	311.347	337.829	311.68	387.388	355.239	387.429	355.264
878.0	322.75244	310.4208	319.2811	310.4418	323.76862	310.49307	323.8757	310.5054	322.75244	310.4957	322.75244	310.4208	374.61426	368.26837	374.57367	368.29	336.988	311.681	338.328	313.731	338.131	311.544	338.139	311.552	338.038	311.35	337.831	311.683	387.415	355.274	387.457	355.299
879.0	322.75244	310.4208	319.2811	310.4418	323.76862	310.49307	323.8757	310.5054	322.75244	310.4957	322.75244	310.42084	374.62177	368.29022	374.58112	368.31183	336.99	311.684	338.331	313.735	338.133	311.546	338.141	311.555	338.04	311.353	337.833	311.686	387.443	355.308	387.484	355.333
880.0	322.75244	310.4208	319.2811	310.4418	323.76862	310.49307	323.8757	310.50543	322.75244	310.4957	322.75244	310.42084	374.62924	368.31198	374.58853	368.33353	336.992	311.687	338.333	313.738	338.135	311.549	338.143	311.558	338.042	311.356	337.835	311.689	387.471	355.343	387.512	355.368
881.0	322.75244	310.4208	319.2811	310.4418	323.76862	310.49307	323.8757	310.50543	322.75244	310.4957	322.75244	310.42084	374.63666	368.33365	374.59592	368.35513	336.994	311.69	338.336	313.742	338.137	311.552	338.145	311.561	338.044	311.359	337.837	311.692	387.498	355.377	387.54	355.403
882.0	322.75244	310.4208	319.2811	310.4418	323.76862	310.4931	323.8757	310.50543	322.75244	310.49573	322.75244	310.42084	374.64404	368.3552	374.60324	368.37665	336.996	311.693	338.338	313.746	338.14	311.555	338.147	311.564	338.046	311.362	337.839	311.695	387.526	355.412	387.567	355.437
883.0	322.75244	310.4208	319.2811	310.4418	323.76862	310.4931	323.8757	310.50543	322.75244	310.49573	322.75244	310.42084	374.6514	368.37665	374.6105	368.39807	336.998	311.696	338.34	313.749	338.142	311.558	338.149	311.567	338.048	311.365	337.841	311.698	387.553	355.446	387.595	355.472
884.0	322.75244	310.4208	319.2811	310.4418	323.76862	310.4931	323.8757	310.50546	322.75244	310.49573	322.75244	310.42084	374.65872	368.39804	374.61777	368.4194	337	311.699	338.343	313.753	338.144	311.561	338.151	311.57	338.05	311.368	337.843	311.701	387.581	355.48	387.622	355.506
885.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.4931	323.8757	310.50546	322.75244	310.49573	322.75244	310.42084	374.666	368.4193	374.62497	368.4406	337.002	311.702	338.345	313.757	338.146	311.564	338.153	311.572	338.052	311.371	337.845	311.704	387.608	355.515	387.649	355.54
886.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.49313	323.8757	310.50546	322.75244	310.49573	322.75244	310.42084	374.67322	368.4405	374.63214	368.46176	337.004	311.705	338.348	313.76	338.148	311.567	338.155	311.575	338.054	311.373	337.847	311.707	387.635	355.549	387.677	355.575
887.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.49313	323.8757	310.50546	322.75244	310.49576	322.75244	310.42084	374.6804	368.46158	374.63925	368.4828	337.006	311.708	338.35	313.764	338.15	311.57	338.157	311.578	338.056	311.376	337.849	311.71	387.663	355.583	387.704	355.609
888.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.49313	323.87573	310.50546	322.75244	310.49576	322.75244	310.42087	374.68753	368.48257	374.64633	368.50372	337.008	311.711	338.353	313.767	338.152	311.572	338.159	311.581	338.058	311.379	337.851	311.713	387.69	355.617	387.731	355.643
889.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.49313	323.87573	310.5055	322.75244	310.49576	322.75244	310.42087	374.69464	368.50348	374.65338	368.5246	337.01	311.714	338.355	313.771	338.154	311.575	338.161	311.584	338.06	311.382	337.853	311.716	387.717	355.652	387.758	355.677
890.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.49313	323.87573	310.5055	322.75244	310.49576	322.75244	310.42087	374.70172	368.52426	374.6604	368.54535	337.012	311.717	338.357	313.775	338.156	311.578	338.163	311.587	338.062	311.385	337.855	311.719	387.744	355.686	387.785	355.711
891.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.49316	323.87573	310.5055	322.75244	310.4958	322.75244	310.42087	374.70874	368.54498	374.66736	368.566	337.013	311.72	338.36	313.778	338.158	311.581	338.165	311.589	338.064	311.388	337.857	311.722	387.771	355.72	387.812	355.745
892.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.49316	323.87573	310.5055	322.75244	310.4958	322.75244	310.42087	374.71573	368.5656	374.6743	368.58658	337.015	311.723	338.362	313.782	338.16	311.584	338.167	311.592	338.066	311.391	337.859	311.725	387.798	355.754	387.839	355.779
893.0	322.75244	310.42084	319.2811	310.4418	323.76862	310.49316	323.87573	310.50552	322.75244	310.4958	322.75244	310.42087	374.7227	368.58615	374.68118	368.6071	337.017	311.726	338.364	313.785	338.162	311.587	338.169	311.595	338.068	311.394	337.861	311.727	387.825	355.787	387.866	355.813
894.0	322.75244	310.42087	319.2811	310.4418	323.76865	310.49316	323.87573	310.50552	322.75244	310.4958	322.75244	310.42087	374.7296	368.60657	374.68805	368.62747	337.019	311.729	338.367	313.789	338.163	311.589	338.171	311.598	338.07	311.396	337.862	311.73	387.851	355.821	387.893	355.847
895.0	322.75244	310.42087	319.2811	310.4418	323.76865	310.49316	323.87573	310.50552	322.75247	310.4958	322.75247	310.42087	374.73648	368.62692	374.69485	368.64777	337.021	311.732	338.369	313.793	338.165	311.592	338.173	311.601	338.072	311.399	337.864	311.733	387.878	355.855	387.919	355.881
896.0	322.75244	310.42087	319.2811	310.4418	323.76865	310.4932	323.87573	310.50552	322.75247	310.49582	322.75247	310.42087	374.74332	368.6472	374.70163	368.66797	337.023	311.734	338.372	313.796	338.167	311.595	338.175	311.603	338.074	311.402	337.866	311.736	387.905	355.889	387.946	355.915
897.0	322.75244	310.42087	319.2811	310.4418	323.76865	310.4932	323.87573	310.50552	322.75247	310.49582	322.75247	310.42087	374.75012	368.66736	374.70837	368.68808	337.025	311.737	338.374	313.8	338.169	311.598	338.177	311.606	338.076	311.405	337.868	311.739	387.931	355.923	387.973	355.948
898.0	322.75244	310.42087	319.2811	310.4418	323.76865	310.4932	323.87573	310.50555	322.75247	310.49582	322.75247	310.4209	374.75687	368.68744	374.71506	368.70813	337.027	311.74	338.376	313.803	338.171	311.601	338.179	311.609	338.077	311.408	337.87	311.742	387.958	355.956	387.999	355.982
899.0	322.75244	310.42087	319.2811	310.4418	323.76865	310.4932	323.87573	310.50555	322.75247	310.49582	322.75247	310.4209	374.7636	368.70743	374.72174	368.72806	337.029	311.743	338.378	313.807	338.173	311.603	338.181	311.612	338.079	311.411	337.872	311.745	387.984	355.99	388.026	356.016
900.0	322.75244	310.42087	319.2811	310.4418	323.76865	310.4932	323.87573	310.50555	322.75247	310.49582	322.75247	310.4209	374.7703	368.7273	374.72836	368.7479	337.031	311.746	338.381	313.81	338.175	311.606	338.183	311.614	338.081	311.413	337.874	311.748	388.011	356.023	388.052	356.049
901.0	322.75244	310.42087	319.2811	310.4418	323.76865	310.4932	323.87573	310.50555	322.75247	310.49585	322.75247	310.4209	374.77692	368.74713	374.73495	368.76767	337.032	311.749	338.383	313.814	338.177	311.609	338.184	311.617	338.083	311.416	337.876	311.751	388.037	356.057	388.078	356.083
902.0	322.75247	310.42087	319.2811	310.4418	323.76865	310.49323	323.87573	310.50555	322.75247	310.49585	322.75247	310.4209	374.78354	368.76685	374.74152	368.78732	337.034	311.752	338.385	313.817	338.179	311.612	338.186	311.62	338.085	311.419	337.878	311.753	388.064	356.09	388.105	356.116
903.0	322.75247	310.42087	319.2811	310.4418	323.76865	310.49323	323.87573	310.50555	322.75247	310.49585	322.75247	310.4209	374.79013	368.78647	374.74802	368.80692	337.036	311.754	338.388	313.821	338.181	311.614	338.188	311.623	338.087	311.422	337.879	311.756	388.09	356.124	388.131	356.15
