T	Ref-test1a-s1	Ref-test1a-s2	Ref-test1b-s1	Ref-test1b-s2	Ref-test1c-s1	Ref-test1c-s2	Ref-test1d-s1	Ref-test1d-s2	Ref-test1e-s1	Ref-test1e-s2	Ref-test1f-s1	Ref-test1f-s2	Ref-test3-s1	Ref-test3-s2	Ref-test4-s1	Ref-test4-s2	Results-test1a-s1	Results-test1a-s2	Results-test1b-s1	Results-test1b-s2	Results-test1c-s1	Results-test1c-s2	Results-test1d-s1	Results-test1d-s2	Results-test1e-s1	Results-test1e-s2	Results-test1f-s1	Results-test1f-s2	Results-test3-s1	Results-test3-s2	Results-test4-s1	Results-test4-s2
1412.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86465	372.4765	375.80933	372.47885	337.458	312.57	338.919	314.839	338.609	312.403	338.616	312.403	338.512	312.224	338.302	312.571	395.977	367.816	396.016	367.849
1413.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.865	372.4779	375.80963	372.48026	337.458	312.571	338.919	314.84	338.61	312.404	338.616	312.403	338.512	312.225	338.302	312.572	395.985	367.831	396.024	367.864
1414.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8653	372.47934	375.80994	372.48166	337.458	312.572	338.919	314.841	338.61	312.405	338.616	312.404	338.513	312.225	338.302	312.573	395.993	367.846	396.032	367.878
1415.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8656	372.48074	375.81024	372.48303	337.459	312.573	338.92	314.842	338.61	312.405	338.617	312.405	338.513	312.226	338.302	312.574	396.001	367.86	396.04	367.893
1416.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8659	372.48215	375.81055	372.48444	337.459	312.574	338.92	314.843	338.61	312.406	338.617	312.406	338.513	312.227	338.303	312.575	396.009	367.875	396.048	367.908
1417.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8662	372.48352	375.81085	372.4858	337.459	312.574	338.921	314.844	338.611	312.407	338.617	312.406	338.513	312.228	338.303	312.575	396.017	367.889	396.056	367.922
1418.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86655	372.48492	375.81116	372.48715	337.46	312.575	338.921	314.845	338.611	312.408	338.618	312.407	338.514	312.228	338.303	312.576	396.026	367.904	396.065	367.937
1419.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86685	372.4863	375.81146	372.48853	337.46	312.576	338.921	314.846	338.611	312.408	338.618	312.408	338.514	312.229	338.304	312.577	396.034	367.918	396.073	367.951
1420.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86716	372.48767	375.81174	372.48987	337.46	312.577	338.922	314.847	338.612	312.409	338.618	312.409	338.514	312.23	338.304	312.578	396.042	367.933	396.081	367.965
1421.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86743	372.489	375.81204	372.4912	337.46	312.577	338.922	314.848	338.612	312.41	338.618	312.409	338.515	312.231	338.304	312.578	396.05	367.947	396.089	367.98
1422.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86774	372.4904	375.81235	372.49255	337.461	312.578	338.922	314.849	338.612	312.411	338.619	312.41	338.515	312.231	338.304	312.579	396.058	367.961	396.097	367.994
1423.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86804	372.49173	375.81262	372.4939	337.461	312.579	338.923	314.85	338.612	312.411	338.619	312.411	338.515	312.232	338.305	312.58	396.066	367.976	396.105	368.009
1424.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86835	372.49304	375.81293	372.4952	337.461	312.58	338.923	314.851	338.613	312.412	338.619	312.411	338.515	312.233	338.305	312.581	396.074	367.99	396.112	368.023
1425.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86862	372.4944	375.8132	372.49652	337.462	312.58	338.923	314.852	338.613	312.413	338.62	312.412	338.516	312.234	338.305	312.581	396.081	368.004	396.12	368.037
1426.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86893	372.4957	375.8135	372.49783	337.462	312.581	338.924	314.852	338.613	312.414	338.62	312.413	338.516	312.234	338.305	312.582	396.089	368.019	396.128	368.052
1427.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8692	372.497	375.81378	372.4991	337.462	312.582	338.924	314.853	338.614	312.414	338.62	312.414	338.516	312.235	338.306	312.583	396.097	368.033	396.136	368.066
1428.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8695	372.49832	375.81406	372.50043	337.462	312.583	338.924	314.854	338.614	312.415	338.62	312.414	338.517	312.236	338.306	312.584	396.105	368.047	396.144	368.08
1429.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.86978	372.49963	375.81433	372.5017	337.463	312.583	338.925	314.855	338.614	312.416	338.621	312.415	338.517	312.236	338.306	312.584	396.113	368.061	396.152	368.094
1430.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8701	372.50092	375.8146	372.503	337.463	312.584	338.925	314.856	338.614	312.416	338.621	312.416	338.517	312.237	338.307	312.585	396.121	368.076	396.16	368.109
1431.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87036	372.5022	375.8149	372.50424	337.463	312.585	338.926	314.857	338.615	312.417	338.621	312.416	338.517	312.238	338.307	312.586	396.129	368.09	396.168	368.123
1432.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87064	372.50348	375.8152	372.50552	337.463	312.586	338.926	314.858	338.615	312.418	338.621	312.417	338.518	312.239	338.307	312.587	396.136	368.104	396.175	368.137
1433.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8709	372.50476	375.81546	372.50677	337.464	312.586	338.926	314.859	338.615	312.419	338.622	312.418	338.518	312.239	338.307	312.587	396.144	368.118	396.183	368.151
1434.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8712	372.506	375.81573	372.50803	337.464	312.587	338.927	314.86	338.615	312.419	338.622	312.419	338.518	312.24	338.308	312.588	396.152	368.132	396.191	368.165
1435.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8715	372.5073	375.81598	372.50928	337.464	312.588	338.927	314.861	338.616	312.42	338.622	312.419	338.518	312.241	338.308	312.589	396.16	368.146	396.199	368.179
1436.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87177	372.5085	375.81625	372.5105	337.464	312.589	338.927	314.862	338.616	312.421	338.623	312.42	338.519	312.242	338.308	312.59	396.168	368.16	396.206	368.193
1437.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.872	372.50977	375.81653	372.51172	337.465	312.589	338.928	314.863	338.616	312.421	338.623	312.421	338.519	312.242	338.308	312.59	396.175	368.174	396.214	368.207
1438.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87228	372.51102	375.8168	372.51294	337.465	312.59	338.928	314.864	338.617	312.422	338.623	312.421	338.519	312.243	338.309	312.591	396.183	368.188	396.222	368.221
1439.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87256	372.51224	375.81705	372.51416	337.465	312.591	338.928	314.865	338.617	312.423	338.623	312.422	338.519	312.244	338.309	312.592	396.191	368.202	396.229	368.235
1440.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87283	372.51346	375.81732	372.51538	337.466	312.591	338.929	314.866	338.617	312.424	338.624	312.423	338.52	312.244	338.309	312.592	396.198	368.216	396.237	368.249
1441.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8731	372.51468	375.81757	372.51657	337.466	312.592	338.929	314.867	338.617	312.424	338.624	312.423	338.52	312.245	338.309	312.593	396.206	368.23	396.245	368.263
1442.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87335	372.51587	375.81784	372.51776	337.466	312.593	338.929	314.867	338.618	312.425	338.624	312.424	338.52	312.246	338.31	312.594	396.214	368.244	396.252	368.277
1443.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87363	372.5171	375.81808	372.51895	337.466	312.594	338.93	314.868	338.618	312.426	338.624	312.425	338.521	312.247	338.31	312.595	396.221	368.258	396.26	368.291
1444.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8739	372.51828	375.81836	372.5201	337.467	312.594	338.93	314.869	338.618	312.426	338.625	312.425	338.521	312.247	338.31	312.595	396.229	368.272	396.268	368.305
1445.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87415	372.51947	375.8186	372.5213	337.467	312.595	338.93	314.87	338.618	312.427	338.625	312.426	338.521	312.248	338.311	312.596	396.236	368.286	396.275	368.318
1446.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87442	372.52063	375.81885	372.52246	337.467	312.596	338.931	314.871	338.619	312.428	338.625	312.427	338.521	312.249	338.311	312.597	396.244	368.299	396.283	368.332
1447.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87466	372.52182	375.81912	372.52362	337.467	312.597	338.931	314.872	338.619	312.428	338.625	312.427	338.522	312.249	338.311	312.598	396.251	368.313	396.29	368.346
1448.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8749	372.52298	375.81937	372.52478	337.468	312.597	338.931	314.873	338.619	312.429	338.626	312.428	338.522	312.25	338.311	312.598	396.259	368.327	396.298	368.36
1449.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87518	372.52414	375.8196	372.5259	337.468	312.598	338.932	314.874	338.619	312.43	338.626	312.429	338.522	312.251	338.312	312.599	396.266	368.341	396.305	368.374
1450.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87543	372.5253	375.81985	372.52707	337.468	312.599	338.932	314.875	338.62	312.43	338.626	312.429	338.522	312.251	338.312	312.6	396.274	368.354	396.313	368.387
1451.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87567	372.52646	375.8201	372.5282	337.468	312.599	338.932	314.876	338.62	312.431	338.626	312.43	338.523	312.252	338.312	312.6	396.281	368.368	396.32	368.401
1452.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87592	372.5276	375.82034	372.52933	337.469	312.6	338.933	314.877	338.62	312.432	338.627	312.431	338.523	312.253	338.312	312.601	396.289	368.382	396.328	368.415
1453.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87616	372.52872	375.8206	372.53046	337.469	312.601	338.933	314.877	338.62	312.432	338.627	312.432	338.523	312.254	338.313	312.602	396.296	368.395	396.335	368.428
1454.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8764	372.52985	375.82083	372.53156	337.469	312.601	338.933	314.878	338.621	312.433	338.627	312.432	338.523	312.254	338.313	312.602	396.304	368.409	396.342	368.442
1455.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87665	372.53098	375.82104	372.53265	337.469	312.602	338.934	314.879	338.621	312.434	338.627	312.433	338.524	312.255	338.313	312.603	396.311	368.422	396.35	368.455
1456.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8769	372.53207	375.8213	372.53378	337.47	312.603	338.934	314.88	338.621	312.435	338.628	312.433	338.524	312.256	338.313	312.604	396.319	368.436	396.357	368.469
1457.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87714	372.5332	375.82153	372.53485	337.47	312.604	338.934	314.881	338.621	312.435	338.628	312.434	338.524	312.256	338.314	312.605	396.326	368.45	396.365	368.482
1458.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87738	372.5343	375.82178	372.53595	337.47	312.604	338.935	314.882	338.622	312.436	338.628	312.435	338.524	312.257	338.314	312.605	396.333	368.463	396.372	368.496
1459.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87762	372.5354	375.822	372.53705	337.47	312.605	338.935	314.883	338.622	312.437	338.628	312.435	338.525	312.258	338.314	312.606	396.341	368.477	396.379	368.509
1460.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87787	372.5365	375.82224	372.53812	337.471	312.606	338.935	314.884	338.622	312.437	338.629	312.436	338.525	312.258	338.314	312.607	396.348	368.49	396.387	368.523
1461.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87808	372.53757	375.82245	372.53918	337.471	312.606	338.936	314.884	338.622	312.438	338.629	312.437	338.525	312.259	338.314	312.607	396.355	368.503	396.394	368.536
1462.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87833	372.53864	375.8227	372.54025	337.471	312.607	338.936	314.885	338.623	312.438	338.629	312.437	338.525	312.26	338.315	312.608	396.362	368.517	396.401	368.55
1463.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87857	372.5397	375.8229	372.5413	337.471	312.608	338.936	314.886	338.623	312.439	338.629	312.438	338.526	312.26	338.315	312.609	396.37	368.53	396.408	368.563
1464.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87878	372.54077	375.82315	372.54236	337.472	312.608	338.936	314.887	338.623	312.44	338.63	312.439	338.526	312.261	338.315	312.609	396.377	368.544	396.416	368.577
1465.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87903	372.54184	375.82336	372.5434	337.472	312.609	338.937	314.888	338.623	312.44	338.63	312.439	338.526	312.262	338.315	312.61	396.384	368.557	396.423	368.59
1466.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.87924	372.5429	375.82358	372.54443	337.472	312.61	338.937	314.889	338.624	312.441	338.63	312.44	338.526	312.262	338.316	312.611	396.391	368.57	396.43	368.603
1467.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8795	372.54395	375.82382	372.54547	337.472	312.61	338.937	314.89	338.624	312.442	338.63	312.441	338.527	312.263	338.316	312.611	396.399	368.584	396.437	368.617
1468.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8797	372.54498	375.82404	372.5465	337.472	312.611	338.938	314.891	338.624	312.442	338.631	312.441	338.527	312.264	338.316	312.612	396.406	368.597	396.444	368.63
1469.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8799	372.54602	375.82425	372.54752	337.473	312.612	338.938	314.891	338.624	312.443	338.631	312.442	338.527	312.264	338.316	312.613	396.413	368.61	396.452	368.643
1470.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.88016	372.54706	375.82446	372.54855	337.473	312.612	338.938	314.892	338.625	312.444	338.631	312.443	338.527	312.265	338.317	312.613	396.42	368.623	396.459	368.656
1471.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.88037	372.54807	375.82468	372.54956	337.473	312.613	338.939	314.893	338.625	312.444	338.631	312.443	338.527	312.266	338.317	312.614	396.427	368.637	396.466	368.67
1472.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.88058	372.5491	375.8249	372.55057	337.473	312.614	338.939	314.894	338.625	312.445	338.632	312.444	338.528	312.266	338.317	312.615	396.434	368.65	396.473	368.683
1473.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.8808	372.5501	375.8251	372.55154	337.474	312.614	338.939	314.895	338.625	312.446	338.632	312.445	338.528	312.267	338.317	312.615	396.441	368.663	396.48	368.696
1474.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.881	372.55112	375.82532	372.55255	337.474	312.615	338.94	314.896	338.626	312.446	338.632	312.445	338.528	312.268	338.318	312.616	396.449	368.676	396.487	368.709
1475.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.88123	372.55212	375.82553	372.55353	337.474	312.616	338.94	314.896	338.626	312.447	338.632	312.446	338.528	312.268	338.318	312.617	396.456	368.689	396.494	368.722
1476.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.88144	372.5531	375.82574	372.55453	337.474	312.616	338.94	314.897	338.626	312.448	338.633	312.446	338.529	312.269	338.318	312.617	396.463	368.702	396.501	368.735
1477.0	322.7525	310.42108	319.2811	310.44183	323.76874	310.4936	323.87585	310.50598	322.7525	310.49625	322.7525	310.42108	375.88165	372.5541	375.82596	372.5555	337.475	312.617	338.94	314.898	338.626	312.448	338.633	312.447	338.529	312.27	338.318	312.618	396.47	368.715	396.508	368.748
